ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Burnout_Symptoms,Location
8100,30,2,2,0,0,153126.58,54,0.27,10,0,0,1,5.6,5.2,4,6,8,7,8,5,1,41,2,3
8101,19,1,1,3,20,150372.0,62,2.91,3,0,0,1,8.3,0.2,9,7,23,9,3,6,1,68,2,3
8102,21,2,2,5,6,120729.74,79,2.27,9,1,1,1,7.9,8.1,7,3,26,0,2,5,10,33,2,0
8103,27,0,1,0,15,32399.09,70,1.89,3,1,0,0,6.2,4.0,3,7,20,3,7,7,8,22,2,3
8104,56,1,1,3,10,30319.32,68,0.92,1,0,1,2,6.0,4.4,3,0,15,10,0,10,3,24,1,2
8105,41,1,0,2,21,130715.23,86,0.82,2,1,1,1,4.8,1.3,7,5,0,1,7,0,3,27,0,0
8106,34,2,1,3,13,64720.04,89,2.85,4,2,1,1,7.9,2.3,10,10,24,1,3,0,6,64,0,1
8107,23,0,1,2,37,112973.21,39,0.18,7,2,1,4,5.8,5.2,9,3,27,2,1,0,8,84,0,1
8108,36,1,2,4,1,105058.36,61,2.59,4,1,2,5,5.3,2.0,10,1,14,0,4,5,6,35,2,0
8109,22,1,1,3,19,164800.27,69,2.66,8,3,2,1,8.6,7.1,0,8,26,1,5,4,9,50,0,0
8110,49,0,2,0,3,160522.99,68,1.11,8,2,0,1,7.7,0.4,2,8,27,7,6,4,8,36,2,2
8111,27,0,1,4,29,160910.5,60,0.4,0,3,2,5,7.3,7.2,6,5,25,8,2,2,2,50,2,1
8112,26,0,2,2,37,164883.2,43,0.05,5,2,2,5,8.3,6.3,5,4,13,4,3,7,0,82,1,2
8113,44,1,0,4,27,102142.57,57,0.23,6,1,1,2,6.6,8.3,4,4,30,9,2,2,3,54,1,3
8114,30,2,1,3,20,153342.46,62,0.3,8,1,2,0,4.0,7.2,3,1,12,8,6,9,3,10,2,1
8115,36,2,2,1,11,189627.85,52,1.89,0,1,0,4,6.9,2.4,10,1,10,7,10,2,2,45,0,0
8116,38,1,2,3,32,73961.39,49,0.92,3,0,2,4,6.9,5.1,3,8,22,0,8,2,2,13,1,1
8117,41,1,0,2,2,39668.17,42,2.22,5,2,2,0,7.6,4.3,0,10,8,3,3,8,7,22,2,3
8118,55,1,0,4,34,195971.44,78,2.63,4,2,1,4,5.1,3.7,2,6,25,8,6,8,10,1,1,2
8119,21,1,2,1,18,194986.75,40,0.51,1,3,1,1,4.7,3.5,1,4,17,8,5,7,7,41,1,0
8120,41,0,2,5,0,143808.53,42,2.47,5,3,2,2,8.5,2.2,1,6,25,10,2,10,7,13,2,0
8121,52,1,2,5,32,198770.62,86,1.4,4,0,0,5,8.6,4.5,0,8,22,2,4,1,10,11,1,1
8122,20,1,1,5,39,129858.9,65,1.66,7,3,2,5,6.8,6.7,1,8,30,6,4,9,1,4,2,2
8123,21,1,1,0,29,124076.49,71,2.86,5,3,2,4,4.8,2.4,6,7,0,2,3,3,7,43,0,2
8124,54,0,2,4,0,59958.45,74,0.57,6,1,1,5,6.5,5.4,9,10,10,6,6,6,1,50,0,1
8125,57,0,0,4,3,43752.48,81,2.55,3,1,0,5,5.0,1.0,8,2,11,8,7,3,4,27,2,2
8126,65,0,0,3,3,148051.11,51,2.37,2,0,0,4,8.4,8.2,10,5,4,6,1,1,2,94,2,3
8127,52,1,3,0,10,94652.55,57,0.74,4,2,1,4,7.2,3.8,0,4,4,10,6,2,6,57,1,0
8128,48,0,3,1,3,75684.17,80,1.12,7,1,1,1,7.2,7.2,4,8,10,4,5,3,4,86,2,1
8129,61,1,0,4,15,151866.69,77,2.7,10,0,2,5,6.8,9.5,5,4,10,1,4,2,3,43,0,0
8130,42,1,1,3,16,104251.21,40,2.39,5,1,0,4,5.0,0.6,9,10,5,6,2,10,5,26,1,0
8131,57,2,0,3,31,70725.46,44,2.13,3,1,1,0,6.2,7.7,9,1,14,4,10,0,6,27,1,3
8132,30,0,0,1,20,74094.78,70,1.16,4,0,2,3,6.8,2.2,1,7,22,7,3,3,2,80,2,0
8133,21,2,2,0,40,131425.41,64,0.38,1,2,0,3,5.7,6.0,0,5,17,9,5,2,10,94,0,1
8134,63,2,0,0,33,64693.86,84,2.58,3,3,2,0,7.6,4.2,1,9,8,2,6,5,10,81,2,3
8135,31,0,3,3,39,171336.65,57,0.02,2,2,1,2,4.1,0.4,3,1,19,1,3,8,8,64,1,1
8136,30,0,1,0,0,130165.0,61,0.02,7,1,1,0,5.1,4.5,6,4,21,5,0,6,0,73,2,1
8137,44,2,3,0,19,189799.16,40,0.44,3,1,1,5,6.0,7.6,6,9,27,4,10,8,10,56,2,0
8138,23,1,1,3,22,178404.19,42,2.18,9,3,2,3,4.1,6.3,3,4,28,4,7,7,9,52,1,0
8139,34,2,3,4,7,172781.24,76,1.01,9,2,2,5,7.4,1.1,2,10,28,2,9,5,1,62,1,0
8140,53,0,2,4,13,55909.55,51,1.22,7,2,2,0,6.8,1.0,2,1,7,3,10,7,1,77,0,1
8141,57,1,2,5,38,130620.06,70,0.3,8,0,0,0,5.3,0.1,0,10,13,9,2,4,9,81,2,0
8142,52,2,1,0,8,170319.66,63,2.37,8,1,1,0,5.3,8.3,2,7,2,8,1,5,4,90,0,0
8143,34,2,2,3,9,52067.9,66,1.61,3,0,1,0,5.7,6.9,4,10,14,6,6,2,9,6,2,2
8144,58,2,1,4,39,190411.21,54,2.12,8,1,1,0,4.1,2.9,9,10,8,8,2,2,5,34,0,2
8145,19,0,0,5,8,191810.76,53,1.54,9,0,1,2,6.7,8.9,9,9,21,0,4,10,6,7,0,2
8146,30,2,1,5,35,109579.95,65,2.32,2,3,0,4,6.4,1.8,7,6,24,7,0,5,2,62,2,2
8147,19,0,3,4,20,154633.44,59,2.21,3,0,2,5,8.4,5.4,10,4,23,7,5,2,7,38,1,0
8148,45,1,1,5,40,155326.11,87,2.76,8,2,2,3,8.7,4.4,8,9,27,9,5,2,0,66,2,0
8149,60,1,0,3,15,33697.5,72,2.66,7,2,1,2,4.5,8.7,8,2,21,4,2,0,4,94,1,2
8150,43,2,0,1,22,159158.06,78,1.89,2,0,1,2,4.4,5.0,6,4,9,8,9,3,4,28,1,1
8151,39,0,0,5,34,59144.76,77,1.99,2,1,2,0,7.6,6.5,4,1,5,5,5,3,9,95,0,2
8152,64,2,2,0,28,166895.79,48,1.0,2,3,2,2,4.2,1.8,9,10,20,2,4,7,1,54,1,0
8153,60,1,2,0,18,66719.62,84,2.82,4,1,0,5,7.7,3.6,3,3,14,7,9,5,8,13,1,2
8154,20,0,3,5,30,61406.66,40,1.19,7,2,1,2,8.5,4.8,3,10,10,7,1,9,9,52,1,0
8155,52,1,2,4,30,166148.21,82,0.99,10,3,0,2,7.1,3.0,9,3,0,8,1,6,0,14,0,1
8156,29,1,1,3,16,149993.89,72,2.4,4,1,1,5,4.2,8.8,8,5,24,6,9,9,3,10,0,3
8157,41,0,0,2,25,63301.16,72,0.89,1,1,2,0,5.0,2.4,5,1,30,4,8,4,3,81,1,0
8158,22,0,2,5,16,82720.38,76,1.05,3,3,0,1,4.8,8.0,1,7,26,6,10,9,4,10,2,0
8159,37,0,2,2,10,173502.87,42,0.99,5,1,0,0,5.8,6.6,3,2,24,8,0,10,10,60,2,1
8160,56,2,3,3,12,122251.59,76,2.41,0,1,1,5,8.2,4.1,4,9,10,2,4,0,5,62,1,1
8161,56,2,2,3,2,132734.92,54,2.07,4,1,0,2,6.9,7.0,7,0,1,8,8,6,8,85,2,0
8162,30,0,2,1,17,146558.95,53,0.08,7,2,0,4,6.1,0.6,5,4,9,0,10,9,4,27,1,0
8163,58,0,0,2,36,34983.68,90,1.37,2,0,0,4,5.2,4.5,6,10,16,10,1,5,5,77,1,2
8164,62,2,3,3,28,131306.44,81,0.67,6,2,1,0,5.8,1.3,1,5,6,7,0,9,10,8,1,1
8165,29,0,0,3,27,114621.59,61,0.08,1,1,0,3,5.7,8.3,1,0,19,8,9,7,7,85,0,3
8166,30,1,2,0,25,108751.01,41,0.88,5,3,2,1,7.3,2.7,2,6,18,6,0,6,9,60,0,3
8167,27,0,1,2,34,77362.21,39,2.82,10,0,0,4,4.4,2.4,1,7,20,10,2,4,4,72,0,2
8168,50,2,0,3,25,65976.16,44,0.54,6,3,0,2,5.5,7.8,7,8,1,6,5,10,2,54,1,2
8169,57,0,1,2,34,164833.18,87,2.16,4,3,1,1,7.9,1.6,1,5,11,10,1,6,0,39,1,0
8170,33,0,1,3,34,93692.16,59,2.28,0,3,1,3,6.4,2.6,3,6,22,7,1,7,2,67,2,1
8171,62,1,0,5,28,127886.57,85,2.72,10,2,2,0,6.9,2.4,2,10,25,5,9,2,1,55,0,3
8172,52,0,3,2,4,29153.45,70,0.37,3,1,2,5,5.2,7.8,5,9,6,3,8,0,0,68,1,1
8173,20,2,1,1,28,65971.23,45,1.65,8,0,1,1,6.8,7.2,4,0,30,5,7,8,7,33,1,2
8174,22,2,0,1,24,193642.31,53,1.3,7,0,0,3,8.4,6.6,0,3,30,4,7,10,0,2,2,2
8175,43,1,2,1,31,162802.32,53,2.98,8,0,1,0,5.4,4.9,1,3,24,3,4,0,8,71,0,3
8176,28,1,0,4,18,118787.66,63,0.71,1,2,0,2,7.9,9.5,4,8,23,1,5,4,4,23,2,2
8177,24,2,2,3,37,114474.16,36,0.15,5,0,2,0,7.0,3.2,3,8,3,5,1,8,0,97,2,1
8178,27,0,3,0,24,23247.08,52,1.68,10,1,2,0,5.8,0.6,9,1,30,1,8,4,3,17,2,2
8179,59,2,1,4,30,96739.12,60,0.01,2,3,0,5,8.3,1.4,9,5,23,6,0,6,1,60,0,2
8180,51,1,3,2,24,190696.65,88,1.5,10,0,2,5,5.4,1.3,9,5,11,7,8,0,3,66,1,3
8181,20,2,3,3,9,90969.26,49,0.14,1,2,0,1,5.8,8.0,7,2,17,1,6,3,8,75,1,1
8182,25,1,1,3,36,104979.83,64,0.53,10,1,0,4,5.4,7.2,2,8,8,0,9,8,1,3,2,0
8183,48,2,2,4,20,182937.75,72,0.67,2,2,1,3,7.8,5.3,8,8,29,9,4,5,10,1,2,1
8184,28,0,0,3,7,40507.36,73,0.16,2,2,2,5,4.3,9.3,7,9,18,9,10,10,7,100,0,2
8185,62,0,2,3,39,79101.95,56,1.91,9,2,1,5,6.1,1.3,9,4,13,0,1,0,4,31,2,2
8186,24,1,1,2,5,89347.99,81,2.2,10,2,1,4,7.8,4.2,8,0,4,10,3,0,1,80,0,1
8187,62,0,2,0,6,29764.88,54,1.18,0,2,1,4,5.0,2.9,4,6,2,3,4,4,3,61,1,1
8188,19,1,2,2,29,108599.81,72,2.07,5,0,2,3,7.2,1.7,6,0,16,0,1,0,2,58,0,3
8189,23,0,2,5,23,147701.08,74,2.63,6,3,1,4,5.0,3.5,5,5,13,0,2,9,2,6,0,3
8190,58,2,1,4,7,190550.67,57,2.37,6,2,1,3,5.8,1.7,4,8,9,0,10,0,4,97,0,0
8191,49,0,3,3,7,145867.21,61,1.82,1,0,1,0,4.8,5.6,10,7,7,3,10,9,6,13,1,3
8192,37,2,0,3,30,85092.95,56,0.29,9,1,1,2,8.0,4.6,7,9,21,4,4,8,7,53,1,0
8193,51,1,3,0,40,156145.61,55,0.21,4,2,1,1,8.8,6.5,8,8,15,8,9,7,0,72,0,1
8194,33,0,0,0,3,128708.38,70,1.3,6,0,2,5,7.3,6.4,1,3,15,2,4,3,8,89,2,1
8195,42,0,1,1,35,150177.19,74,1.88,2,0,2,3,6.4,5.3,5,5,6,8,7,3,9,42,1,3
8196,29,2,1,0,1,138240.37,65,1.37,9,1,1,4,5.4,4.0,10,3,0,2,7,9,0,8,2,3
8197,24,1,2,2,40,105688.09,35,0.99,1,2,0,0,6.1,5.0,3,5,23,8,2,4,4,40,1,1
8198,56,0,0,5,21,179930.18,81,2.59,4,0,0,3,7.9,1.5,3,3,13,0,6,4,9,84,2,2
8199,34,1,3,3,20,186308.25,74,1.46,8,3,0,0,8.1,3.8,2,9,16,8,9,7,4,43,0,1
8200,62,1,0,2,34,119540.52,87,0.57,6,3,0,5,4.6,10.0,4,10,24,10,2,5,8,96,2,0
8201,28,0,0,2,38,185963.56,38,1.72,9,2,0,4,5.0,3.2,9,2,13,4,3,4,10,1,2,1
8202,23,2,1,2,31,111400.77,59,0.39,1,2,2,3,6.2,6.7,2,0,8,4,8,4,3,6,2,1
8203,40,1,0,2,4,110048.42,37,1.26,7,1,2,3,8.6,1.0,5,6,2,5,8,1,6,99,0,0
8204,44,1,2,2,0,67923.13,63,0.39,10,0,1,0,5.0,4.9,9,4,23,0,6,2,2,65,0,1
8205,63,0,3,2,30,121829.21,47,1.65,0,2,1,1,4.4,1.5,5,7,14,8,6,9,7,28,2,1
8206,23,1,0,3,25,30125.71,54,1.49,5,3,1,1,5.2,0.7,3,1,11,0,8,0,10,55,2,2
8207,55,0,0,2,25,197119.46,43,0.65,6,3,2,2,8.0,2.5,10,2,20,2,10,8,2,12,2,3
8208,19,1,2,4,22,102549.83,44,2.67,1,1,2,3,4.3,9.9,7,0,13,9,4,10,10,40,1,2
8209,39,2,3,2,40,171643.02,38,1.27,10,2,1,2,4.9,5.8,8,3,27,6,3,8,8,27,1,2
8210,37,2,3,1,16,178715.7,43,2.81,9,1,1,4,7.7,5.0,0,8,18,8,6,1,5,72,0,2
8211,42,2,2,5,34,190096.11,47,1.03,8,0,0,0,6.9,8.2,3,5,14,9,2,8,5,60,0,3
8212,32,2,1,2,18,73416.98,62,2.36,6,1,2,2,4.3,2.3,1,5,14,0,3,8,4,48,2,2
8213,46,0,3,1,2,150634.68,50,0.95,1,3,1,2,5.2,6.6,4,3,5,4,1,1,5,32,1,2
8214,25,0,1,3,4,21692.2,85,0.96,7,2,0,1,7.1,3.8,4,0,16,8,0,2,0,76,2,1
8215,54,0,2,4,28,120420.86,44,0.55,6,1,0,4,7.3,7.8,2,6,15,2,2,6,1,31,2,0
8216,50,0,0,3,24,47951.88,36,0.87,4,3,0,3,7.4,7.9,2,8,22,10,10,0,8,9,2,0
8217,39,0,0,3,27,30363.41,66,1.78,8,1,2,2,8.2,6.4,6,9,27,10,8,4,5,65,0,3
8218,64,2,2,2,28,77595.14,82,2.0,3,0,2,3,7.6,3.3,2,8,4,9,7,4,4,17,0,2
8219,22,1,3,1,34,93609.11,76,2.15,4,2,2,2,6.6,6.0,2,3,14,4,8,5,9,71,1,0
8220,56,1,1,4,8,159342.24,73,0.88,1,3,0,0,5.0,2.2,10,8,16,0,3,8,1,77,0,3
8221,35,2,2,2,9,98114.95,37,2.0,3,2,1,0,4.8,7.5,8,1,8,10,10,10,7,2,2,1
8222,55,2,0,1,15,144272.26,52,2.24,2,1,0,5,5.0,0.6,8,6,5,5,1,7,1,27,1,1
8223,54,0,0,5,30,29203.54,61,0.71,10,2,1,1,4.3,0.3,9,8,26,10,3,4,6,35,0,3
8224,47,0,3,2,14,195297.04,79,0.22,2,1,1,0,6.3,8.0,1,0,2,6,9,0,0,59,2,1
8225,48,1,3,3,18,40060.34,84,2.52,1,0,0,5,6.7,1.1,3,5,21,4,7,8,0,25,2,2
8226,27,1,1,1,19,88984.26,47,0.19,4,1,2,3,7.7,2.0,2,3,11,4,6,6,3,98,1,3
8227,32,0,1,5,38,110556.42,64,0.77,3,2,1,3,6.9,3.7,0,7,14,4,1,2,1,95,1,2
8228,59,0,1,0,16,199971.66,51,1.92,5,3,1,4,5.9,0.2,3,1,22,0,6,1,9,52,1,1
8229,65,2,2,2,18,32171.57,37,1.37,0,0,1,4,8.1,8.5,0,2,30,0,7,0,7,87,0,0
8230,61,0,1,3,34,80648.18,83,2.58,0,0,0,4,8.9,1.2,9,2,3,10,8,5,3,39,2,1
8231,35,2,2,1,35,134233.72,59,2.35,9,3,2,0,7.8,3.3,3,6,0,10,3,3,7,54,1,1
8232,40,0,2,3,36,174394.72,44,0.33,7,0,1,3,8.5,2.3,8,2,21,7,5,4,1,67,2,2
8233,50,1,3,2,36,159569.13,44,2.14,3,2,1,0,7.7,6.1,4,5,11,2,7,9,9,87,0,2
8234,33,2,2,5,29,57154.0,35,1.82,6,2,0,2,8.6,3.6,3,4,26,6,2,8,0,27,2,2
8235,55,1,3,2,17,80512.39,89,0.49,7,0,1,0,8.2,7.3,2,7,21,7,3,10,10,54,0,0
8236,52,2,1,2,28,185990.74,74,2.53,8,3,0,5,5.5,8.5,8,6,30,4,10,0,2,34,1,1
8237,51,2,2,4,24,149122.21,62,1.28,8,1,1,3,6.7,0.8,3,10,20,4,7,8,2,94,1,0
8238,45,1,1,4,8,40450.27,75,2.23,1,2,2,1,8.4,4.9,6,10,18,9,3,8,2,2,2,0
8239,19,1,2,2,35,151257.82,67,2.0,3,1,1,4,5.8,6.7,8,1,9,3,0,1,6,63,1,1
8240,47,0,2,5,34,167311.56,49,2.96,10,1,1,2,6.8,3.7,8,10,12,2,0,10,0,10,0,2
8241,30,2,3,4,32,65476.46,71,1.88,6,2,1,2,7.1,5.4,0,6,10,9,6,3,9,75,0,3
8242,58,0,1,5,3,56637.92,51,0.45,4,3,0,1,7.5,3.9,10,9,15,6,0,9,3,96,2,0
8243,33,2,2,3,24,39776.17,88,2.74,7,3,2,4,6.7,2.3,8,1,26,1,6,6,3,10,2,1
8244,22,0,0,1,38,168636.61,44,0.36,2,2,1,2,5.6,8.7,8,0,7,2,6,6,2,72,0,1
8245,45,1,2,4,8,170266.77,53,2.36,2,1,0,4,8.9,4.3,8,9,14,4,7,9,10,68,2,0
8246,56,1,1,4,1,90666.96,48,2.09,2,1,2,5,8.2,6.6,6,5,0,6,5,7,1,41,1,2
8247,62,0,3,5,39,107463.86,44,0.58,3,0,1,4,4.0,4.6,0,1,11,5,3,1,7,97,1,1
8248,37,1,0,5,24,194754.52,83,2.8,6,0,2,0,9.0,8.1,4,6,2,7,5,10,8,60,0,2
8249,41,0,1,4,37,143932.22,64,2.69,6,1,1,3,6.5,2.3,9,6,17,7,1,3,9,31,2,3
8250,44,2,2,4,13,70544.08,58,1.74,0,3,1,5,8.1,0.6,9,9,21,4,2,10,2,84,0,3
8251,47,2,3,5,18,133114.93,68,1.99,4,3,0,2,5.1,7.2,8,4,17,7,8,10,3,72,1,1
8252,62,1,3,0,24,86770.49,64,2.68,2,3,0,4,6.7,5.7,0,7,26,3,1,6,6,100,2,0
8253,44,1,1,1,38,49593.75,52,0.85,0,2,2,0,5.3,1.1,1,6,14,3,9,0,8,90,0,1
8254,43,1,2,3,1,185540.79,89,0.52,4,2,1,1,4.7,1.1,4,0,17,10,5,8,6,93,2,0
8255,24,2,0,4,9,150161.0,89,2.58,1,3,0,4,4.3,6.2,3,9,25,6,2,10,8,79,1,2
8256,59,0,1,0,2,72800.63,63,1.46,10,3,2,1,7.6,3.8,9,3,18,4,7,6,6,95,2,3
8257,64,1,0,2,26,182777.45,85,2.32,6,2,0,2,6.5,5.6,9,0,25,8,5,9,3,73,1,2
8258,55,0,3,2,40,186386.47,60,0.77,1,1,0,0,6.2,6.1,3,7,26,8,7,4,6,93,2,3
8259,22,1,3,0,29,141124.36,43,1.81,4,0,1,3,7.0,0.2,2,8,18,8,4,7,1,71,0,0
8260,40,1,3,3,34,152770.5,68,0.53,9,3,1,4,5.9,2.3,8,0,11,4,9,9,4,27,1,1
8261,45,1,0,0,17,127128.77,49,2.52,1,0,1,3,4.6,1.6,7,5,23,5,3,3,10,13,2,1
8262,51,0,2,2,26,148830.95,86,0.76,6,3,2,5,5.9,5.8,10,5,2,5,3,8,1,90,2,0
8263,32,0,1,4,18,133804.09,62,2.92,9,3,2,0,6.9,4.6,1,8,16,2,1,5,4,59,1,2
8264,49,0,1,2,16,103405.23,40,0.3,4,3,1,3,6.9,3.5,3,1,28,7,7,3,4,95,1,3
8265,43,2,1,1,3,45309.69,38,2.64,1,2,0,3,5.5,5.3,8,6,22,7,2,7,10,43,0,3
8266,65,2,0,1,35,75890.49,48,0.04,1,3,1,5,8.6,8.5,7,5,30,1,7,2,10,19,0,2
8267,48,2,2,2,20,55386.46,86,0.19,9,3,2,0,6.3,9.6,10,5,7,2,3,6,7,52,2,2
8268,36,0,3,2,10,42824.16,67,1.26,2,2,1,2,4.4,8.7,6,7,13,9,8,7,8,41,1,1
8269,26,2,3,4,15,139857.7,78,2.27,5,2,2,3,8.9,0.3,8,6,10,8,4,0,0,16,0,1
8270,46,1,0,4,17,28281.95,87,0.91,7,1,2,5,8.5,0.3,2,9,30,9,5,2,5,13,1,1
8271,56,0,1,1,16,32158.08,39,0.95,3,0,2,0,4.2,6.1,4,3,27,6,0,3,10,86,2,2
8272,21,1,2,5,13,31219.67,56,2.06,4,0,0,4,5.1,4.1,2,8,9,4,5,2,2,97,1,3
8273,20,1,2,3,13,38751.73,87,0.04,9,0,1,5,4.1,0.3,0,2,16,9,6,3,0,34,2,0
8274,46,0,2,5,40,52771.66,81,0.12,10,1,2,4,4.2,0.5,0,6,22,9,2,5,0,38,2,1
8275,28,1,2,2,33,158362.32,36,2.9,8,1,1,1,5.7,4.2,9,0,4,2,10,7,2,20,0,3
8276,50,0,2,4,39,160888.14,51,0.81,1,2,2,5,4.1,3.2,0,2,5,7,7,5,1,54,0,0
8277,55,2,1,2,1,130268.54,36,1.73,9,3,2,0,5.6,0.1,2,9,13,9,10,10,2,51,2,2
8278,28,0,3,1,34,32823.23,55,1.47,5,2,1,0,5.9,2.9,2,3,24,8,0,2,7,11,2,0
8279,44,0,1,4,15,24448.96,76,2.68,3,3,1,0,6.9,6.0,9,5,16,1,6,6,2,61,0,2
8280,50,1,3,5,35,62935.48,81,2.62,7,0,1,2,6.5,8.5,8,0,15,4,6,7,6,90,1,3
8281,38,1,1,0,27,176324.71,80,1.02,5,2,2,2,7.5,2.9,3,1,18,4,4,9,0,28,1,1
8282,56,1,3,1,11,125491.57,56,2.4,9,2,0,0,6.2,7.2,3,7,5,10,4,6,2,23,1,1
8283,48,1,1,2,28,79014.35,42,0.83,9,3,2,4,6.2,5.5,3,9,27,10,6,0,6,55,0,2
8284,55,1,0,4,8,130674.51,75,1.16,5,1,0,2,6.7,0.1,5,10,20,3,9,5,7,65,0,0
8285,63,1,2,1,18,87450.66,44,0.78,2,2,1,1,5.4,7.9,7,0,24,4,10,10,4,87,2,3
8286,19,1,2,2,3,96363.15,40,1.6,4,3,0,1,8.2,0.6,5,2,28,4,6,10,0,99,0,2
8287,44,1,1,3,9,49967.02,90,2.58,4,2,0,4,7.6,3.0,1,5,25,6,2,7,8,70,0,3
8288,53,1,1,5,8,148720.66,71,1.56,1,0,1,2,5.2,5.8,5,10,14,10,9,4,9,74,2,1
8289,28,0,2,4,28,59646.62,76,2.02,5,2,0,4,7.1,9.4,2,5,17,9,2,7,1,3,0,2
8290,64,1,0,3,25,39064.11,88,2.49,8,1,1,0,4.3,7.0,3,1,29,6,4,10,2,68,2,3
8291,35,1,3,1,27,185057.21,86,2.87,6,1,1,2,9.0,5.6,9,10,27,7,5,4,3,23,0,3
8292,18,0,3,4,23,62282.35,53,1.6,10,3,0,4,8.6,4.2,4,0,15,3,2,9,5,74,1,0
8293,52,2,0,2,30,45556.53,40,1.21,6,3,2,1,5.8,5.1,2,9,19,7,0,0,2,53,1,1
8294,52,2,2,3,5,179898.26,63,1.31,3,2,2,0,8.7,3.4,1,3,5,6,8,5,9,80,1,1
8295,48,0,1,1,34,23881.47,65,2.58,10,0,1,1,5.1,8.2,0,8,19,8,9,5,10,7,2,1
8296,45,2,3,2,12,41744.97,42,2.16,9,2,1,5,5.8,8.2,4,7,20,3,10,6,2,57,0,2
8297,56,1,3,2,40,25743.09,45,2.1,6,0,2,5,5.7,3.0,3,5,23,10,4,8,10,24,2,2
8298,18,1,3,2,35,88140.34,84,1.58,7,1,1,1,4.2,0.7,5,6,3,10,3,9,0,66,1,2
8299,42,1,2,2,28,178155.24,78,2.86,7,2,1,2,5.6,9.4,5,0,23,6,10,0,5,8,1,1
8300,60,2,1,5,29,132799.35,36,1.87,10,3,2,3,8.4,7.1,1,0,22,1,4,6,0,15,0,0
8301,55,0,2,3,13,79390.67,73,0.98,0,2,1,0,4.4,9.1,6,2,12,9,3,9,10,63,0,0
8302,37,1,2,2,21,60995.37,47,1.71,1,0,1,1,6.8,7.4,8,5,18,3,3,2,4,18,0,1
8303,20,0,3,0,27,54333.39,43,2.21,5,0,2,2,8.4,3.8,0,6,19,1,0,10,4,67,0,3
8304,19,0,1,4,14,81514.76,40,2.94,7,1,1,0,4.8,3.5,6,5,3,0,5,2,7,96,2,1
8305,35,1,2,2,5,194989.72,69,2.31,2,2,0,0,6.7,0.2,5,4,17,9,10,5,6,31,0,1
8306,61,0,2,2,39,198235.53,90,0.62,2,2,0,2,4.4,9.3,3,6,27,1,9,0,10,63,0,3
8307,27,0,0,5,13,104215.35,39,1.99,2,3,1,1,5.5,6.6,7,1,12,4,9,2,10,50,0,0
8308,22,1,0,0,39,69899.26,84,2.38,5,1,2,4,5.3,3.4,10,7,16,8,3,0,5,14,0,1
8309,26,0,1,4,27,197250.43,64,1.17,10,0,1,1,5.1,1.1,5,9,16,6,1,7,8,66,1,1
8310,19,2,3,5,29,79569.67,48,0.73,0,0,0,5,8.2,4.5,8,10,2,1,8,5,5,49,2,0
8311,51,1,2,5,29,87090.36,61,2.79,7,1,0,3,8.5,1.6,7,10,20,5,5,10,3,98,2,3
8312,55,1,0,2,0,27005.18,55,0.22,1,2,0,3,4.8,4.6,3,10,0,1,8,1,3,5,0,2
8313,48,1,1,2,7,88333.45,60,2.91,0,2,2,3,7.2,10.0,8,2,10,1,3,2,0,91,0,0
8314,27,1,3,2,22,40228.25,80,2.08,0,0,0,5,6.8,6.0,1,2,13,8,9,8,3,83,0,0
8315,29,1,0,0,36,114537.81,70,1.97,9,0,1,1,4.7,0.1,8,9,16,7,6,0,5,16,1,0
8316,53,1,3,5,12,136566.97,66,1.35,4,1,0,4,8.3,8.7,1,1,23,6,10,3,5,62,2,1
8317,38,1,3,4,23,162866.28,75,0.31,1,2,2,0,8.0,1.4,8,2,12,0,1,8,1,45,0,3
8318,64,2,0,1,21,29506.72,89,1.78,4,1,0,4,4.4,1.2,6,8,19,2,1,4,4,61,0,2
8319,23,0,2,4,0,115518.51,36,0.62,9,3,1,4,6.8,1.5,8,7,10,0,5,4,4,14,0,1
8320,65,2,0,0,3,48745.83,75,1.81,7,0,1,3,5.9,9.8,7,1,6,3,9,9,7,7,1,3
8321,20,0,0,4,19,82982.3,55,2.99,8,0,1,5,8.0,5.5,5,1,4,6,3,6,0,30,1,3
8322,27,1,2,5,16,122772.89,84,0.05,7,1,0,1,7.1,0.7,0,10,21,8,10,3,1,7,0,1
8323,22,2,1,5,9,107756.86,65,0.38,6,3,1,1,5.1,2.6,7,6,21,10,2,3,3,26,2,2
8324,63,1,2,2,16,167108.87,79,0.98,1,3,0,3,7.5,3.7,4,1,16,7,1,9,0,81,2,1
8325,43,0,2,0,17,151341.23,57,1.27,2,0,1,0,7.5,1.1,5,7,3,4,8,9,3,42,2,2
8326,38,2,3,0,34,106238.91,72,1.86,6,3,0,0,7.5,7.2,7,0,24,5,6,6,10,18,2,2
8327,62,2,1,4,19,162247.16,75,1.81,1,0,2,0,5.8,9.0,2,8,29,8,7,7,4,24,1,3
8328,43,0,3,4,12,186632.44,38,1.57,1,1,2,2,8.5,5.8,7,9,29,3,8,9,4,80,0,0
